record_id,set_id,name,year,theme,subtheme,themeGroup,category,pieces,minifigs,agerange_min,US_retailPrice,bricksetURL,thumbnailURL,imageURL
1708,5039-1,Monorail Stop / Reverse Switch,1989,Service Packs,Monorail,Miscellaneous,Normal,3.0,,,,https://brickset.com/sets/5039-1,https://images.brickset.com/sets/small/5039-1.jpg,https://images.brickset.com/sets/images/5039-1.jpg
1709,5040-1,Monorail Motor 9 V,1989,Service Packs,Monorail,Miscellaneous,Normal,1.0,,,,https://brickset.com/sets/5040-1,https://images.brickset.com/sets/small/5040-1.jpg,https://images.brickset.com/sets/images/5040-1.jpg
1710,5041-1,Space Track Connector Lead 9V (10 cm),1989,Service Packs,Monorail,Miscellaneous,Normal,1.0,,,,https://brickset.com/sets/5041-1,https://images.brickset.com/sets/small/5041-1.jpg,https://images.brickset.com/sets/images/5041-1.jpg
1711,5077-1,Sliding Gates and Rails,1989,Service Packs,Trains,Miscellaneous,Normal,6.0,,,,https://brickset.com/sets/5077-1,https://images.brickset.com/sets/small/5077-1.jpg,https://images.brickset.com/sets/images/5077-1.jpg
1712,5079-1,Change-Over Unit 12V,1989,Service Packs,Trains,Miscellaneous,Normal,1.0,,,,https://brickset.com/sets/5079-1,https://images.brickset.com/sets/small/5079-1.jpg,https://images.brickset.com/sets/images/5079-1.jpg
1713,5080-1,Remote Control for Points 12V,1989,Service Packs,Trains,Miscellaneous,Normal,1.0,,,,https://brickset.com/sets/5080-1,https://images.brickset.com/sets/small/5080-1.jpg,https://images.brickset.com/sets/images/5080-1.jpg
1714,5081-1,Remote Control for Signal 12V,1989,Service Packs,Trains,Miscellaneous,Normal,1.0,,,,https://brickset.com/sets/5081-1,https://images.brickset.com/sets/small/5081-1.jpg,https://images.brickset.com/sets/images/5081-1.jpg
1715,5082-1,Flashlight Unit 12V,1989,Service Packs,Trains,Miscellaneous,Normal,1.0,,,,https://brickset.com/sets/5082-1,https://images.brickset.com/sets/small/5082-1.jpg,https://images.brickset.com/sets/images/5082-1.jpg
1716,5083-1,Remote Control for Crossing 12V,1989,Service Packs,Trains,Miscellaneous,Normal,1.0,,,,https://brickset.com/sets/5083-1,https://images.brickset.com/sets/small/5083-1.jpg,https://images.brickset.com/sets/images/5083-1.jpg
1717,5084-1,Lighting Bricks 12V for Signals,1989,Service Packs,Trains,Miscellaneous,Normal,1.0,,,,https://brickset.com/sets/5084-1,https://images.brickset.com/sets/small/5084-1.jpg,https://images.brickset.com/sets/images/5084-1.jpg
1718,5085-1,Insulating Track Plus Socket 12V (Isolating Rail),1989,Service Packs,Trains,Miscellaneous,Normal,1.0,,,,https://brickset.com/sets/5085-1,https://images.brickset.com/sets/small/5085-1.jpg,https://images.brickset.com/sets/images/5085-1.jpg
1719,5095-1,Duplo Fences,1989,Service Packs,Duplo,Miscellaneous,Normal,5.0,,,,https://brickset.com/sets/5095-1,https://images.brickset.com/sets/small/5095-1.jpg,https://images.brickset.com/sets/images/5095-1.jpg
1720,5096-1,Duplo Millstone and Millwing,1989,Service Packs,Duplo,Miscellaneous,Normal,2.0,,,,https://brickset.com/sets/5096-1,https://images.brickset.com/sets/small/5096-1.jpg,https://images.brickset.com/sets/images/5096-1.jpg
1721,5107-1,Pneumatic Pump Cylinder 48 mm,1989,Service Packs,Technic,Miscellaneous,Normal,1.0,,,,https://brickset.com/sets/5107-1,https://images.brickset.com/sets/small/5107-1.jpg,https://images.brickset.com/sets/images/5107-1.jpg
1722,5108-1,Double-Acting Pneumatic Piston Cylinder 48 mm,1989,Service Packs,Technic,Miscellaneous,Normal,1.0,,,,https://brickset.com/sets/5108-1,https://images.brickset.com/sets/small/5108-1.jpg,https://images.brickset.com/sets/images/5108-1.jpg
1723,5109-1,Pneumatic Tubing and T-Junctions,1989,Service Packs,Technic,Miscellaneous,Normal,6.0,,,,https://brickset.com/sets/5109-1,https://images.brickset.com/sets/small/5109-1.jpg,https://images.brickset.com/sets/images/5109-1.jpg
1724,5182-1,Hinges and Couplings,1989,Service Packs,,Miscellaneous,Normal,15.0,,,,https://brickset.com/sets/5182-1,https://images.brickset.com/sets/small/5182-1.jpg,https://images.brickset.com/sets/images/5182-1.jpg
1725,5183-1,Hinges and Tilting Bearings,1989,Service Packs,,Miscellaneous,Normal,30.0,,,,https://brickset.com/sets/5183-1,https://images.brickset.com/sets/small/5183-1.jpg,https://images.brickset.com/sets/images/5183-1.jpg
1726,5184-1,Castle Elements,1989,Service Packs,Castle,Miscellaneous,Normal,34.0,,,,https://brickset.com/sets/5184-1,https://images.brickset.com/sets/small/5184-1.jpg,https://images.brickset.com/sets/images/5184-1.jpg
1727,5186-1,Low Fences,1989,Service Packs,,Miscellaneous,Normal,10.0,,,,https://brickset.com/sets/5186-1,https://images.brickset.com/sets/small/5186-1.jpg,https://images.brickset.com/sets/images/5186-1.jpg
1728,5187-1,"Bricks with Groove, Garage Panels",1989,Service Packs,,Miscellaneous,Normal,26.0,,,,https://brickset.com/sets/5187-1,https://images.brickset.com/sets/small/5187-1.jpg,https://images.brickset.com/sets/images/5187-1.jpg
1729,5188-1,"Seats, Steering Wheels and Windscreens",1989,Service Packs,,Miscellaneous,Normal,10.0,,,,https://brickset.com/sets/5188-1,https://images.brickset.com/sets/small/5188-1.jpg,https://images.brickset.com/sets/images/5188-1.jpg
1730,5189-1,Ladders / Stairs,1989,Service Packs,,Miscellaneous,Normal,16.0,,,,https://brickset.com/sets/5189-1,https://images.brickset.com/sets/small/5189-1.jpg,https://images.brickset.com/sets/images/5189-1.jpg
1731,5190-1,Seats and Windscreens,1989,Service Packs,,Miscellaneous,Normal,7.0,,,,https://brickset.com/sets/5190-1,https://images.brickset.com/sets/small/5190-1.jpg,https://images.brickset.com/sets/images/5190-1.jpg
1732,5192-1,Cypress Trees,1989,Service Packs,Town,Miscellaneous,Normal,2.0,,,,https://brickset.com/sets/5192-1,https://images.brickset.com/sets/small/5192-1.jpg,https://images.brickset.com/sets/images/5192-1.jpg
1733,5193-1,Sloping Frames,1989,Service Packs,,Miscellaneous,Normal,6.0,,,,https://brickset.com/sets/5193-1,https://images.brickset.com/sets/small/5193-1.jpg,https://images.brickset.com/sets/images/5193-1.jpg
1734,5194-1,Forklift Truck and Hinge Plates,1989,Service Packs,,Miscellaneous,Normal,3.0,,,,https://brickset.com/sets/5194-1,https://images.brickset.com/sets/small/5194-1.jpg,https://images.brickset.com/sets/images/5194-1.jpg
1735,5195-1,Assorted Arches,1989,Service Packs,,Miscellaneous,Normal,6.0,,,,https://brickset.com/sets/5195-1,https://images.brickset.com/sets/small/5195-1.jpg,https://images.brickset.com/sets/images/5195-1.jpg
1736,5196-1,"Crane, Crane Hooks and Ladders",1989,Service Packs,Town,Miscellaneous,Normal,5.0,,,,https://brickset.com/sets/5196-1,https://images.brickset.com/sets/small/5196-1.jpg,https://images.brickset.com/sets/images/5196-1.jpg
1737,5197-1,"Lamp Holders, Tool Holder Plates",1989,Service Packs,,Miscellaneous,Normal,24.0,,,,https://brickset.com/sets/5197-1,https://images.brickset.com/sets/small/5197-1.jpg,https://images.brickset.com/sets/images/5197-1.jpg
1738,5198-1,"Small Plates, Disks and Cones",1989,Service Packs,,Miscellaneous,Normal,56.0,,,,https://brickset.com/sets/5198-1,https://images.brickset.com/sets/small/5198-1.jpg,https://images.brickset.com/sets/images/5198-1.jpg
1739,5251-1,Shock Absorbers Small,1989,Service Packs,Technic,Miscellaneous,Normal,4.0,,,,https://brickset.com/sets/5251-1,https://images.brickset.com/sets/small/5251-1.jpg,https://images.brickset.com/sets/images/5251-1.jpg
1740,5253-1,"Cross Axles Sizes 2, 3, 4 and 6",1989,Service Packs,Technic,Miscellaneous,Normal,12.0,,,,https://brickset.com/sets/5253-1,https://images.brickset.com/sets/small/5253-1.jpg,https://images.brickset.com/sets/images/5253-1.jpg
1741,5254-1,"Cross Axles Sizes 8, 10 and 12",1989,Service Packs,Technic,Miscellaneous,Normal,9.0,,,,https://brickset.com/sets/5254-1,https://images.brickset.com/sets/small/5254-1.jpg,https://images.brickset.com/sets/images/5254-1.jpg
1742,5256-1,Suspension Pack,1989,Service Packs,Technic,Miscellaneous,Normal,12.0,,,,https://brickset.com/sets/5256-1,https://images.brickset.com/sets/small/5256-1.jpg,https://images.brickset.com/sets/images/5256-1.jpg
1743,5264-1,Rotors and Bush / Cross Axles,1989,Service Packs,Technic,Miscellaneous,Normal,24.0,,,,https://brickset.com/sets/5264-1,https://images.brickset.com/sets/small/5264-1.jpg,https://images.brickset.com/sets/images/5264-1.jpg
1744,5265-1,Wheels with 43 and 24 mm Tyres,1989,Service Packs,,Miscellaneous,Normal,16.0,,,,https://brickset.com/sets/5265-1,https://images.brickset.com/sets/small/5265-1.jpg,https://images.brickset.com/sets/images/5265-1.jpg
1745,5266-1,"Gear Racks, Gear Wheels and Pulley Wheels",1989,Service Packs,Technic,Miscellaneous,Normal,22.0,,,,https://brickset.com/sets/5266-1,https://images.brickset.com/sets/small/5266-1.jpg,https://images.brickset.com/sets/images/5266-1.jpg
1746,6060-1,Knight's Challenge,1989,Castle,Lion Knights,Historical,Normal,168.0,8.0,,,https://brickset.com/sets/6060-1,https://images.brickset.com/sets/small/6060-1.jpg,https://images.brickset.com/sets/images/6060-1.jpg
1747,6077-2,Forestmen's River Fortress,1989,Castle,Forestmen,Historical,Normal,357.0,6.0,8.0,,https://brickset.com/sets/6077-2,https://images.brickset.com/sets/small/6077-2.jpg,https://images.brickset.com/sets/images/6077-2.jpg
1748,6200-1,Double Pack,1989,Pirates,Bonus/Value Pack,Historical,Collection,45.0,,,,https://brickset.com/sets/6200-1,https://images.brickset.com/sets/small/6200-1.jpg,https://images.brickset.com/sets/images/6200-1.jpg
1749,6235-1,Buried Treasure,1989,Pirates,,Historical,Normal,20.0,1.0,,,https://brickset.com/sets/6235-1,https://images.brickset.com/sets/small/6235-1.jpg,https://images.brickset.com/sets/images/6235-1.jpg
1750,6245-1,Harbour Sentry,1989,Pirates,Imperial Guards,Historical,Normal,25.0,1.0,,,https://brickset.com/sets/6245-1,https://images.brickset.com/sets/small/6245-1.jpg,https://images.brickset.com/sets/images/6245-1.jpg
1751,6251-1,Pirate Minifigures,1989,Pirates,Accessories,Historical,Normal,33.0,5.0,,,https://brickset.com/sets/6251-1,https://images.brickset.com/sets/small/6251-1.jpg,https://images.brickset.com/sets/images/6251-1.jpg
1752,6255-1,Pirates Comic,1989,Pirates,,Historical,Normal,12.0,2.0,,,https://brickset.com/sets/6255-1,https://images.brickset.com/sets/small/6255-1.jpg,https://images.brickset.com/sets/images/6255-1.jpg
1753,6257-1,Castaway's Raft,1989,Pirates,,Historical,Normal,54.0,3.0,,,https://brickset.com/sets/6257-1,https://images.brickset.com/sets/small/6257-1.jpg,https://images.brickset.com/sets/images/6257-1.jpg
1754,6260-1,Shipwreck Island,1989,Pirates,,Historical,Normal,71.0,2.0,,,https://brickset.com/sets/6260-1,https://images.brickset.com/sets/small/6260-1.jpg,https://images.brickset.com/sets/images/6260-1.jpg
1755,6265-1,Sabre Island,1989,Pirates,,Historical,Normal,96.0,3.0,,,https://brickset.com/sets/6265-1,https://images.brickset.com/sets/small/6265-1.jpg,https://images.brickset.com/sets/images/6265-1.jpg
1756,6270-1,Forbidden Island,1989,Pirates,,Historical,Normal,182.0,4.0,,,https://brickset.com/sets/6270-1,https://images.brickset.com/sets/small/6270-1.jpg,https://images.brickset.com/sets/images/6270-1.jpg
1757,6274-1,Caribbean Clipper,1989,Pirates,,Historical,Normal,378.0,4.0,,,https://brickset.com/sets/6274-1,https://images.brickset.com/sets/small/6274-1.jpg,https://images.brickset.com/sets/images/6274-1.jpg
1758,6276-1,Eldorado Fortress,1989,Pirates,,Historical,Normal,506.0,8.0,,,https://brickset.com/sets/6276-1,https://images.brickset.com/sets/small/6276-1.jpg,https://images.brickset.com/sets/images/6276-1.jpg
1759,6285-1,Black Seas Barracuda,1989,Pirates,,Historical,Normal,909.0,8.0,,,https://brickset.com/sets/6285-1,https://images.brickset.com/sets/small/6285-1.jpg,https://images.brickset.com/sets/images/6285-1.jpg
1760,6355-1,Derby Trotter,1989,Town,Leisure,Modern day,Normal,140.0,1.0,,,https://brickset.com/sets/6355-1,https://images.brickset.com/sets/small/6355-1.jpg,https://images.brickset.com/sets/images/6355-1.jpg
1761,6387-1,Coastal Rescue Base,1989,Town,Coastguard,Modern day,Normal,374.0,4.0,,,https://brickset.com/sets/6387-1,https://images.brickset.com/sets/small/6387-1.jpg,https://images.brickset.com/sets/images/6387-1.jpg
1762,6388-1,Holiday Home with Campervan,1989,Town,Leisure,Modern day,Normal,353.0,4.0,,,https://brickset.com/sets/6388-1,https://images.brickset.com/sets/small/6388-1.jpg,https://images.brickset.com/sets/images/6388-1.jpg
1763,6481-1,Construction Crew,1989,Town,Construction,Modern day,Normal,169.0,2.0,,,https://brickset.com/sets/6481-1,https://images.brickset.com/sets/small/6481-1.jpg,https://images.brickset.com/sets/images/6481-1.jpg
1764,6482-1,Rescue Helicopter,1989,Town,Rescue,Modern day,Normal,198.0,3.0,,,https://brickset.com/sets/6482-1,https://images.brickset.com/sets/small/6482-1.jpg,https://images.brickset.com/sets/images/6482-1.jpg
1765,6506-1,Precinct Cruiser,1989,Town,Police,Modern day,Normal,32.0,1.0,,,https://brickset.com/sets/6506-1,https://images.brickset.com/sets/small/6506-1.jpg,https://images.brickset.com/sets/images/6506-1.jpg
1766,6507-1,Mini Dumper,1989,Town,Construction,Modern day,Normal,30.0,1.0,,,https://brickset.com/sets/6507-1,https://images.brickset.com/sets/small/6507-1.jpg,https://images.brickset.com/sets/images/6507-1.jpg
1767,6526-1,Red Line Racer,1989,Town,Racing,Modern day,Normal,47.0,1.0,,,https://brickset.com/sets/6526-1,https://images.brickset.com/sets/small/6526-1.jpg,https://images.brickset.com/sets/images/6526-1.jpg
1768,6527-1,Tipper Truck,1989,Town,Construction,Modern day,Normal,43.0,1.0,,,https://brickset.com/sets/6527-1,https://images.brickset.com/sets/small/6527-1.jpg,https://images.brickset.com/sets/images/6527-1.jpg
1769,6528-1,Sand Storm Racer,1989,Town,Vehicles,Modern day,Normal,39.0,1.0,,,https://brickset.com/sets/6528-1,https://images.brickset.com/sets/small/6528-1.jpg,https://images.brickset.com/sets/images/6528-1.jpg
1770,6591-1,Nitro-Dragsters,1989,Town,Racing,Modern day,Normal,143.0,2.0,,,https://brickset.com/sets/6591-1,https://images.brickset.com/sets/small/6591-1.jpg,https://images.brickset.com/sets/images/6591-1.jpg
1771,6660-1,Hook & Haul Wrecker,1989,Town,Vehicles,Modern day,Normal,52.0,1.0,,,https://brickset.com/sets/6660-1,https://images.brickset.com/sets/small/6660-1.jpg,https://images.brickset.com/sets/images/6660-1.jpg
1772,6661-1,Mobile TV Studio,1989,Town,Vehicles,Modern day,Normal,78.0,1.0,,,https://brickset.com/sets/6661-1,https://images.brickset.com/sets/small/6661-1.jpg,https://images.brickset.com/sets/images/6661-1.jpg
1773,6671-1,Utility Repair Lift,1989,Town,Maintenance,Modern day,Normal,92.0,1.0,6.0,,https://brickset.com/sets/6671-1,https://images.brickset.com/sets/small/6671-1.jpg,https://images.brickset.com/sets/images/6671-1.jpg
1774,6781-1,SP-Striker,1989,Space,Space Police,Action/Adventure,Normal,230.0,2.0,,,https://brickset.com/sets/6781-1,https://images.brickset.com/sets/small/6781-1.jpg,https://images.brickset.com/sets/images/6781-1.jpg
1775,6810-1,Laser Ranger,1989,Space,Futuron,Action/Adventure,Normal,41.0,1.0,,,https://brickset.com/sets/6810-1,https://images.brickset.com/sets/small/6810-1.jpg,https://images.brickset.com/sets/images/6810-1.jpg
1776,6831-1,Message Decoder,1989,Space,Space Police,Action/Adventure,Normal,34.0,1.0,,,https://brickset.com/sets/6831-1,https://images.brickset.com/sets/small/6831-1.jpg,https://images.brickset.com/sets/images/6831-1.jpg
1777,6850-1,Auxiliary Patroller,1989,Space,Futuron,Action/Adventure,Normal,46.0,1.0,,,https://brickset.com/sets/6850-1,https://images.brickset.com/sets/small/6850-1.jpg,https://images.brickset.com/sets/images/6850-1.jpg
1778,6886-1,Galactic Peace Keeper,1989,Space,Space Police,Action/Adventure,Normal,121.0,2.0,,,https://brickset.com/sets/6886-1,https://images.brickset.com/sets/small/6886-1.jpg,https://images.brickset.com/sets/images/6886-1.jpg
1779,6895-1,Spy Trak 1,1989,Space,Space Police,Action/Adventure,Normal,148.0,2.0,,,https://brickset.com/sets/6895-1,https://images.brickset.com/sets/small/6895-1.jpg,https://images.brickset.com/sets/images/6895-1.jpg
1780,6955-1,Space Lock-Up Isolation Base,1989,Space,Space Police,Action/Adventure,Normal,253.0,3.0,,,https://brickset.com/sets/6955-1,https://images.brickset.com/sets/small/6955-1.jpg,https://images.brickset.com/sets/images/6955-1.jpg
1781,6986-1,Mission Commander,1989,Space,Space Police,Action/Adventure,Normal,478.0,3.0,,,https://brickset.com/sets/6986-1,https://images.brickset.com/sets/small/6986-1.jpg,https://images.brickset.com/sets/images/6986-1.jpg
1782,8024-1,Universal Set,1989,Technic,Universal,Technical,Normal,113.0,,,,https://brickset.com/sets/8024-1,https://images.brickset.com/sets/small/8024-1.jpg,https://images.brickset.com/sets/images/8024-1.jpg
1783,8034-1,Universal Set,1989,Technic,Universal,Technical,Normal,187.0,,,,https://brickset.com/sets/8034-1,https://images.brickset.com/sets/small/8034-1.jpg,https://images.brickset.com/sets/images/8034-1.jpg
1784,8044-1,Universal Pneumatic Set,1989,Technic,Universal,Technical,Normal,198.0,,,,https://brickset.com/sets/8044-1,https://images.brickset.com/sets/small/8044-1.jpg,https://images.brickset.com/sets/images/8044-1.jpg
1785,8054-1,Universal Motor Set,1989,Technic,Universal,Technical,Normal,196.0,,,,https://brickset.com/sets/8054-1,https://images.brickset.com/sets/small/8054-1.jpg,https://images.brickset.com/sets/images/8054-1.jpg
1786,8835-1,Forklift,1989,Technic,,Technical,Normal,240.0,,,,https://brickset.com/sets/8835-1,https://images.brickset.com/sets/small/8835-1.jpg,https://images.brickset.com/sets/images/8835-1.jpg
1787,8854-1,Power Crane,1989,Technic,,Technical,Normal,516.0,,,,https://brickset.com/sets/8854-1,https://images.brickset.com/sets/small/8854-1.jpg,https://images.brickset.com/sets/images/8854-1.jpg
1788,8862-1,Backhoe Grader,1989,Technic,,Technical,Normal,671.0,,,,https://brickset.com/sets/8862-1,https://images.brickset.com/sets/small/8862-1.jpg,https://images.brickset.com/sets/images/8862-1.jpg
1789,9154-1,Bridge and rails,1989,Dacta,Duplo,Educational,Normal,32.0,,,,https://brickset.com/sets/9154-1,https://images.brickset.com/sets/small/9154-1.jpg,https://images.brickset.com/sets/images/9154-1.jpg
1790,9802-1,Supplementary bricks for LEGO play tables,1989,Dacta,Supplementary Set,Educational,Normal,,,,,https://brickset.com/sets/9802-1,https://images.brickset.com/sets/small/9802-1.jpg,https://images.brickset.com/sets/images/9802-1.jpg
1791,BK07SPR1989-1,BRICK KICKS Spring '89,1989,Books,Brick Kicks,Miscellaneous,Book,,,,,https://brickset.com/sets/BK07SPR1989-1,https://images.brickset.com/sets/small/BK07SPR1989-1.jpg,https://images.brickset.com/sets/images/BK07SPR1989-1.jpg
1792,BK08SUM1989-1,BRICK KICKS Summer '89,1989,Books,Brick Kicks,Miscellaneous,Book,,,,,https://brickset.com/sets/BK08SUM1989-1,https://images.brickset.com/sets/small/BK08SUM1989-1.jpg,https://images.brickset.com/sets/images/BK08SUM1989-1.jpg
1793,BK09FAL1989-1,BRICK KICKS Fall '89,1989,Books,Brick Kicks,Miscellaneous,Book,,,,,https://brickset.com/sets/BK09FAL1989-1,https://images.brickset.com/sets/small/BK09FAL1989-1.jpg,https://images.brickset.com/sets/images/BK09FAL1989-1.jpg
1794,BK10WIN1989-1,BRICK KICKS Winter 1989,1989,Books,Brick Kicks,Miscellaneous,Book,,,,,https://brickset.com/sets/BK10WIN1989-1,https://images.brickset.com/sets/small/BK10WIN1989-1.jpg,https://images.brickset.com/sets/images/BK10WIN1989-1.jpg
1795,260-1,Idea Book,1990,Books,LEGO,Miscellaneous,Book,1.0,,,,https://brickset.com/sets/260-1,https://images.brickset.com/sets/small/260-1.jpg,https://images.brickset.com/sets/images/260-1.jpg
1796,315-1,"Basic Building Set, 3+",1990,Basic,,Basic,Normal,59.0,,,,https://brickset.com/sets/315-1,https://images.brickset.com/sets/small/315-1.jpg,https://images.brickset.com/sets/images/315-1.jpg
1797,325-1,"Basic Building Set, 3+",1990,Basic,,Basic,Normal,104.0,1.0,,,https://brickset.com/sets/325-1,https://images.brickset.com/sets/small/325-1.jpg,https://images.brickset.com/sets/images/325-1.jpg
1798,335-1,"Basic Building Set, 3+",1990,Basic,,Basic,Normal,99.0,,,,https://brickset.com/sets/335-1,https://images.brickset.com/sets/small/335-1.jpg,https://images.brickset.com/sets/images/335-1.jpg
1799,365-2,"Basic Building Set, 3+",1990,Basic,,Basic,Normal,333.0,1.0,,,https://brickset.com/sets/365-2,https://images.brickset.com/sets/small/365-2.jpg,https://images.brickset.com/sets/images/365-2.jpg
1800,385-2,"Basic Building Set, 3+",1990,Basic,,Basic,Normal,421.0,2.0,3.0,,https://brickset.com/sets/385-2,https://images.brickset.com/sets/small/385-2.jpg,https://images.brickset.com/sets/images/385-2.jpg
1801,395-2,Build-N-Store Chest,1990,Basic,,Basic,Normal,535.0,,,,https://brickset.com/sets/395-2,https://images.brickset.com/sets/small/395-2.jpg,https://images.brickset.com/sets/images/395-2.jpg
1802,515-1,"Basic Building Set, 5+",1990,Basic,,Basic,Normal,106.0,,,,https://brickset.com/sets/515-1,https://images.brickset.com/sets/small/515-1.jpg,https://images.brickset.com/sets/images/515-1.jpg
1803,525-1,"Basic Building Set, 5+",1990,Basic,,Basic,Normal,175.0,1.0,,,https://brickset.com/sets/525-1,https://images.brickset.com/sets/small/525-1.jpg,https://images.brickset.com/sets/images/525-1.jpg
1804,535-1,"Basic Building Set, 5+",1990,Basic,,Basic,Normal,340.0,2.0,,,https://brickset.com/sets/535-1,https://images.brickset.com/sets/small/535-1.jpg,https://images.brickset.com/sets/images/535-1.jpg
1805,545-1,"Basic Building Set, 5+",1990,Basic,,Basic,Normal,409.0,2.0,,,https://brickset.com/sets/545-1,https://images.brickset.com/sets/small/545-1.jpg,https://images.brickset.com/sets/images/545-1.jpg
1806,565-2,"Basic Building Set, 5+",1990,Basic,,Basic,Normal,672.0,2.0,,,https://brickset.com/sets/565-2,https://images.brickset.com/sets/small/565-2.jpg,https://images.brickset.com/sets/images/565-2.jpg
1807,715-1,"Basic Building Set, 7+",1990,Basic,,Basic,Normal,395.0,,,,https://brickset.com/sets/715-1,https://images.brickset.com/sets/small/715-1.jpg,https://images.brickset.com/sets/images/715-1.jpg
1808,725-1,"Basic Building Set, 7+",1990,Basic,,Basic,Normal,420.0,2.0,,,https://brickset.com/sets/725-1,https://images.brickset.com/sets/small/725-1.jpg,https://images.brickset.com/sets/images/725-1.jpg
1809,735-1,"Basic Building Set, 7+",1990,Basic,,Basic,Normal,537.0,,,,https://brickset.com/sets/735-1,https://images.brickset.com/sets/small/735-1.jpg,https://images.brickset.com/sets/images/735-1.jpg
1810,818-1,"Pull-Back Motor, Red",1990,Basic,Supplementaries,Basic,Normal,8.0,,,,https://brickset.com/sets/818-1,https://images.brickset.com/sets/small/818-1.jpg,https://images.brickset.com/sets/images/818-1.jpg
1811,821-1,"Brick Separator, Grey",1990,Basic,Supplementaries,Basic,Normal,1.0,,,,https://brickset.com/sets/821-1,https://images.brickset.com/sets/small/821-1.jpg,https://images.brickset.com/sets/images/821-1.jpg
1812,1482-1,Panda and Friends,1990,Duplo,,Pre-school,Normal,26.0,,,,https://brickset.com/sets/1482-1,,
1813,1559-1,Clown Car,1990,Duplo,,Pre-school,Normal,4.0,1.0,,,https://brickset.com/sets/1559-1,https://images.brickset.com/sets/small/1559-1.jpg,https://images.brickset.com/sets/images/1559-1.jpg
1814,1560-1,Glory Glider,1990,Town,Special,Modern day,Normal,22.0,1.0,,,https://brickset.com/sets/1560-1,https://images.brickset.com/sets/small/1560-1.jpg,https://images.brickset.com/sets/images/1560-1.jpg
1815,1561-1,Stunt Chopper,1990,Town,Special,Modern day,Normal,31.0,1.0,,,https://brickset.com/sets/1561-1,https://images.brickset.com/sets/small/1561-1.jpg,https://images.brickset.com/sets/images/1561-1.jpg
1816,1562-1,Wave Jumper,1990,Town,Special,Modern day,Normal,25.0,1.0,,,https://brickset.com/sets/1562-1,https://images.brickset.com/sets/small/1562-1.jpg,https://images.brickset.com/sets/images/1562-1.jpg
1817,1563-1,Track Blaster,1990,Town,Special,Modern day,Normal,30.0,1.0,,,https://brickset.com/sets/1563-1,https://images.brickset.com/sets/small/1563-1.jpg,https://images.brickset.com/sets/images/1563-1.jpg
1818,1630-1,Helicopter,1990,Town,Flight,Modern day,Normal,27.0,,,,https://brickset.com/sets/1630-1,https://images.brickset.com/sets/small/1630-1.jpg,https://images.brickset.com/sets/images/1630-1.jpg
1819,1631-1,Black Race Car,1990,Town,Racing,Modern day,Normal,23.0,,,,https://brickset.com/sets/1631-1,https://images.brickset.com/sets/small/1631-1.jpg,https://images.brickset.com/sets/images/1631-1.jpg
1820,1632-1,Speedboat,1990,Town,Boats,Modern day,Normal,28.0,,,,https://brickset.com/sets/1632-1,https://images.brickset.com/sets/small/1632-1.jpg,https://images.brickset.com/sets/images/1632-1.jpg
1821,1633-1,Mini Loader,1990,Town,Construction,Modern day,Normal,24.0,,,,https://brickset.com/sets/1633-1,https://images.brickset.com/sets/small/1633-1.jpg,https://images.brickset.com/sets/images/1633-1.jpg
1822,1636-1,"Handy Bucket of Bricks, 3+",1990,Basic,,Basic,Normal,184.0,1.0,,,https://brickset.com/sets/1636-1,https://images.brickset.com/sets/small/1636-1.jpg,https://images.brickset.com/sets/images/1636-1.jpg
1823,1637-1,"Basic Building Set, 3+",1990,Basic,,Basic,Normal,491.0,2.0,,,https://brickset.com/sets/1637-1,https://images.brickset.com/sets/small/1637-1.jpg,https://images.brickset.com/sets/images/1637-1.jpg
1824,1638-1,Basic Set,1990,Basic,,Basic,Normal,454.0,1.0,,,https://brickset.com/sets/1638-1,https://images.brickset.com/sets/small/1638-1.jpg,https://images.brickset.com/sets/images/1638-1.jpg
1825,1639-1,"Basic Building Set, 5+",1990,Basic,,Basic,Normal,669.0,,,,https://brickset.com/sets/1639-1,https://images.brickset.com/sets/small/1639-1.jpg,https://images.brickset.com/sets/images/1639-1.jpg
1826,1657-1,Duplo Building Set,1990,Duplo,,Pre-school,Normal,6.0,,,,https://brickset.com/sets/1657-1,https://images.brickset.com/sets/small/1657-1.jpg,https://images.brickset.com/sets/images/1657-1.jpg
1827,1665-1,Dual FX Racers,1990,Town,Racing,Modern day,Normal,108.0,3.0,,,https://brickset.com/sets/1665-1,https://images.brickset.com/sets/small/1665-1.jpg,https://images.brickset.com/sets/images/1665-1.jpg
1828,1672-1,Circus Building Set,1990,Duplo,,Pre-school,Normal,18.0,2.0,,,https://brickset.com/sets/1672-1,https://images.brickset.com/sets/small/1672-1.jpg,https://images.brickset.com/sets/images/1672-1.jpg
1829,1674-1,Pre-School Bucket,1990,Duplo,,Pre-school,Normal,100.0,1.0,,,https://brickset.com/sets/1674-1,,
1830,1675-1,Three Set Bonus Pack,1990,Assorted,Bonus/Value Pack,Miscellaneous,Collection,150.0,,,,https://brickset.com/sets/1675-1,https://images.brickset.com/sets/small/1675-1.jpg,https://images.brickset.com/sets/images/1675-1.jpg
1831,1676-1,"Basic Building Set, 3+",1990,Basic,,Basic,Normal,22.0,,,,https://brickset.com/sets/1676-1,https://images.brickset.com/sets/small/1676-1.jpg,https://images.brickset.com/sets/images/1676-1.jpg
