record_id,set_id,name,year,theme,subtheme,themeGroup,category,pieces,minifigs,agerange_min,US_retailPrice,bricksetURL,thumbnailURL,imageURL
489,231-1,Hospital,1978,Homemaker,,Vintage,Normal,379.0,,,,https://brickset.com/sets/231-1,https://images.brickset.com/sets/small/231-1.jpg,https://images.brickset.com/sets/images/231-1.jpg
490,232-1,Bungalow,1978,Homemaker,,Vintage,Normal,445.0,,,,https://brickset.com/sets/232-1,https://images.brickset.com/sets/small/232-1.jpg,https://images.brickset.com/sets/images/232-1.jpg
491,278-1,Television Room,1978,Homemaker,,Vintage,Normal,104.0,,,,https://brickset.com/sets/278-1,https://images.brickset.com/sets/small/278-1.jpg,https://images.brickset.com/sets/images/278-1.jpg
492,297-1,Nursery,1978,Homemaker,,Vintage,Normal,167.0,1.0,,,https://brickset.com/sets/297-1,https://images.brickset.com/sets/small/297-1.jpg,https://images.brickset.com/sets/images/297-1.jpg
493,300-1,"Road Plates, Junction",1978,Town,Accessories,Modern day,Normal,2.0,,,,https://brickset.com/sets/300-1,https://images.brickset.com/sets/small/300-1.jpg,https://images.brickset.com/sets/images/300-1.jpg
494,301-1,"Road Plates, Curved",1978,Town,Accessories,Modern day,Normal,2.0,,,,https://brickset.com/sets/301-1,https://images.brickset.com/sets/small/301-1.jpg,https://images.brickset.com/sets/images/301-1.jpg
495,302-1,"Road Plates, Straight",1978,Town,Accessories,Modern day,Normal,2.0,,,,https://brickset.com/sets/302-1,https://images.brickset.com/sets/small/302-1.jpg,https://images.brickset.com/sets/images/302-1.jpg
496,316-1,Fire Fighting Launch,1978,LEGOLAND,Boats,Vintage,Normal,133.0,,,,https://brickset.com/sets/316-1,https://images.brickset.com/sets/small/316-1.jpg,https://images.brickset.com/sets/images/316-1.jpg
497,330-2,Gas Station,1978,Building Set with People,,Vintage,Normal,211.0,,,,https://brickset.com/sets/330-2,https://images.brickset.com/sets/small/330-2.jpg,https://images.brickset.com/sets/images/330-2.jpg
498,340-2,Fire Trucks,1978,Building Set with People,,Vintage,Normal,274.0,,,,https://brickset.com/sets/340-2,,
499,374-1,Fire Station,1978,Town,Classic,Modern day,Normal,349.0,4.0,,,https://brickset.com/sets/374-1,https://images.brickset.com/sets/small/374-1.jpg,https://images.brickset.com/sets/images/374-1.jpg
500,375-2,Castle,1978,Castle,Classic,Historical,Normal,767.0,14.0,,,https://brickset.com/sets/375-2,https://images.brickset.com/sets/small/375-2.jpg,https://images.brickset.com/sets/images/375-2.jpg
501,376-2,House with Garden,1978,Town,Classic,Modern day,Normal,221.0,2.0,,,https://brickset.com/sets/376-2,https://images.brickset.com/sets/small/376-2.jpg,https://images.brickset.com/sets/images/376-2.jpg
502,377-1,Shell Service Station,1978,Town,Classic,Modern day,Normal,179.0,2.0,,,https://brickset.com/sets/377-1,https://images.brickset.com/sets/small/377-1.jpg,https://images.brickset.com/sets/images/377-1.jpg
503,398-1,USS Constellation,1978,Hobby Set,,Vintage,Normal,973.0,,,,https://brickset.com/sets/398-1,https://images.brickset.com/sets/small/398-1.jpg,https://images.brickset.com/sets/images/398-1.jpg
504,462-1,Rocket Launcher,1978,Space,Classic,Action/Adventure,Normal,76.0,2.0,,,https://brickset.com/sets/462-1,https://images.brickset.com/sets/small/462-1.jpg,https://images.brickset.com/sets/images/462-1.jpg
505,483-1,Alpha-1 Rocket Base,1978,Space,Classic,Action/Adventure,Normal,187.0,3.0,,,https://brickset.com/sets/483-1,https://images.brickset.com/sets/small/483-1.jpg,https://images.brickset.com/sets/images/483-1.jpg
506,487-1,Space Cruiser,1978,Space,Classic,Action/Adventure,Normal,170.0,2.0,,,https://brickset.com/sets/487-1,https://images.brickset.com/sets/small/487-1.jpg,https://images.brickset.com/sets/images/487-1.jpg
507,493-1,Space Command Center,1978,Space,Classic,Action/Adventure,Normal,189.0,4.0,,,https://brickset.com/sets/493-1,https://images.brickset.com/sets/small/493-1.jpg,https://images.brickset.com/sets/images/493-1.jpg
508,528-1,Building Set,1978,Duplo,,Pre-school,Normal,20.0,,,,https://brickset.com/sets/528-1,https://images.brickset.com/sets/small/528-1.jpg,https://images.brickset.com/sets/images/528-1.jpg
509,529-1,Animals,1978,Duplo,,Pre-school,Normal,39.0,,,,https://brickset.com/sets/529-1,,
510,534-1,Bath-Toy Boat,1978,Duplo,,Pre-school,Normal,3.0,1.0,,,https://brickset.com/sets/534-1,https://images.brickset.com/sets/small/534-1.jpg,https://images.brickset.com/sets/images/534-1.jpg
511,554-1,Fuel Pumper,1978,Town,Classic,Modern day,Normal,79.0,1.0,,,https://brickset.com/sets/554-1,https://images.brickset.com/sets/small/554-1.jpg,https://images.brickset.com/sets/images/554-1.jpg
512,575-1,Coast Guard Station,1978,Town,,Modern day,Normal,319.0,5.0,,,https://brickset.com/sets/575-1,https://images.brickset.com/sets/small/575-1.jpg,https://images.brickset.com/sets/images/575-1.jpg
513,575-2,Coast Guard Station (Canadian version),1978,Town,,Modern day,Normal,284.0,5.0,,,https://brickset.com/sets/575-2,https://images.brickset.com/sets/small/575-2.jpg,https://images.brickset.com/sets/images/575-2.jpg
514,590-1,Engine Co. No. 9,1978,Town,,Modern day,Normal,353.0,4.0,,,https://brickset.com/sets/590-1,https://images.brickset.com/sets/small/590-1.jpg,https://images.brickset.com/sets/images/590-1.jpg
515,600-2,Police Car,1978,Town,Classic,Modern day,Normal,23.0,1.0,,,https://brickset.com/sets/600-2,https://images.brickset.com/sets/small/600-2.jpg,https://images.brickset.com/sets/images/600-2.jpg
516,601-1,Shell Filling Station,1978,Town,Classic,Modern day,Normal,13.0,1.0,,,https://brickset.com/sets/601-1,https://images.brickset.com/sets/small/601-1.jpg,https://images.brickset.com/sets/images/601-1.jpg
517,602-1,Fire Chief's Car,1978,Town,Classic,Modern day,Normal,29.0,1.0,,,https://brickset.com/sets/602-1,https://images.brickset.com/sets/small/602-1.jpg,https://images.brickset.com/sets/images/602-1.jpg
518,603-1,Motorbike,1978,Town,Classic,Modern day,Normal,26.0,1.0,,,https://brickset.com/sets/603-1,https://images.brickset.com/sets/small/603-1.jpg,https://images.brickset.com/sets/images/603-1.jpg
519,604-1,Shell Service Car,1978,Town,Classic,Modern day,Normal,28.0,1.0,,,https://brickset.com/sets/604-1,https://images.brickset.com/sets/small/604-1.jpg,https://images.brickset.com/sets/images/604-1.jpg
520,605-1,Street Crew,1978,Town,Classic,Modern day,Normal,18.0,1.0,,,https://brickset.com/sets/605-1,https://images.brickset.com/sets/small/605-1.jpg,https://images.brickset.com/sets/images/605-1.jpg
521,606-1,Ambulance,1978,Town,Classic,Modern day,Normal,30.0,1.0,,,https://brickset.com/sets/606-1,https://images.brickset.com/sets/small/606-1.jpg,https://images.brickset.com/sets/images/606-1.jpg
522,620-1,Fire Truck,1978,Town,Classic,Modern day,Normal,37.0,1.0,,,https://brickset.com/sets/620-1,https://images.brickset.com/sets/small/620-1.jpg,https://images.brickset.com/sets/images/620-1.jpg
523,621-1,Police Car,1978,Town,Classic,Modern day,Normal,39.0,1.0,,,https://brickset.com/sets/621-1,https://images.brickset.com/sets/small/621-1.jpg,https://images.brickset.com/sets/images/621-1.jpg
524,622-1,Tipper Truck,1978,Town,Classic,Modern day,Normal,45.0,,,,https://brickset.com/sets/622-1,https://images.brickset.com/sets/small/622-1.jpg,https://images.brickset.com/sets/images/622-1.jpg
525,623-1,Red Cross Car,1978,Town,Classic,Modern day,Normal,38.0,1.0,,,https://brickset.com/sets/623-1,https://images.brickset.com/sets/small/623-1.jpg,https://images.brickset.com/sets/images/623-1.jpg
526,625-1,Tractor Digger,1978,Town,Classic,Modern day,Normal,31.0,1.0,,,https://brickset.com/sets/625-1,https://images.brickset.com/sets/small/625-1.jpg,https://images.brickset.com/sets/images/625-1.jpg
527,626-2,Red Cross Helicopter,1978,Town,Classic,Modern day,Normal,37.0,,,,https://brickset.com/sets/626-2,https://images.brickset.com/sets/small/626-2.jpg,https://images.brickset.com/sets/images/626-2.jpg
528,628-2,Police Helicopter,1978,LEGOLAND,,Vintage,Normal,39.0,,,,https://brickset.com/sets/628-2,,
529,640-2,Fire Truck and Trailer,1978,Town,Classic,Modern day,Normal,45.0,1.0,,,https://brickset.com/sets/640-2,https://images.brickset.com/sets/small/640-2.jpg,https://images.brickset.com/sets/images/640-2.jpg
530,641-1,Excavator,1978,Town,Classic,Modern day,Normal,41.0,1.0,,,https://brickset.com/sets/641-1,https://images.brickset.com/sets/small/641-1.jpg,https://images.brickset.com/sets/images/641-1.jpg
531,642-1,Tow Truck and Car,1978,Town,Classic,Modern day,Normal,44.0,,,,https://brickset.com/sets/642-1,https://images.brickset.com/sets/small/642-1.jpg,https://images.brickset.com/sets/images/642-1.jpg
532,643-1,Flatbed Truck,1978,Town,Classic,Modern day,Normal,39.0,2.0,,,https://brickset.com/sets/643-1,https://images.brickset.com/sets/small/643-1.jpg,https://images.brickset.com/sets/images/643-1.jpg
533,644-2,Police Mobile Patrol,1978,Town,Classic,Modern day,Normal,64.0,1.0,,,https://brickset.com/sets/644-2,https://images.brickset.com/sets/small/644-2.jpg,https://images.brickset.com/sets/images/644-2.jpg
534,670-1,Mobile Crane,1978,Town,Classic,Modern day,Normal,55.0,1.0,,,https://brickset.com/sets/670-1,https://images.brickset.com/sets/small/670-1.jpg,https://images.brickset.com/sets/images/670-1.jpg
535,671-1,Shell Petrol Tanker,1978,Town,Classic,Modern day,Normal,77.0,1.0,,,https://brickset.com/sets/671-1,https://images.brickset.com/sets/small/671-1.jpg,https://images.brickset.com/sets/images/671-1.jpg
536,672-1,Fire Engine and Trailer,1978,Town,Classic,Modern day,Normal,70.0,1.0,,,https://brickset.com/sets/672-1,https://images.brickset.com/sets/small/672-1.jpg,https://images.brickset.com/sets/images/672-1.jpg
537,673-1,Rally Car and Motorbike,1978,Town,Classic,Modern day,Normal,65.0,2.0,,,https://brickset.com/sets/673-1,https://images.brickset.com/sets/small/673-1.jpg,https://images.brickset.com/sets/images/673-1.jpg
538,674-1,Forklift and Truck,1978,Town,Classic,Modern day,Normal,55.0,1.0,,,https://brickset.com/sets/674-1,https://images.brickset.com/sets/small/674-1.jpg,https://images.brickset.com/sets/images/674-1.jpg
539,709-1,Police Boat,1978,Town,,Modern day,Normal,53.0,1.0,,,https://brickset.com/sets/709-1,https://images.brickset.com/sets/small/709-1.jpg,https://images.brickset.com/sets/images/709-1.jpg
540,745-1,"Baseplate, Green",1978,Basic,Supplementaries,Basic,Normal,1.0,,,,https://brickset.com/sets/745-1,https://images.brickset.com/sets/small/745-1.jpg,https://images.brickset.com/sets/images/745-1.jpg
541,746-1,"Baseplates, Green and Yellow",1978,Basic,Supplementaries,Basic,Normal,2.0,,,,https://brickset.com/sets/746-1,,
542,747-1,"Baseplates, Red and Blue",1978,Basic,Supplementaries,Basic,Normal,2.0,,,,https://brickset.com/sets/747-1,,
543,775-1,Fire Fighter,1978,LEGOLAND,,Vintage,Normal,133.0,,,,https://brickset.com/sets/775-1,https://images.brickset.com/sets/small/775-1.jpg,https://images.brickset.com/sets/images/775-1.jpg
544,854-1,Go-Kart,1978,Technic,,Technical,Normal,206.0,,,,https://brickset.com/sets/854-1,https://images.brickset.com/sets/small/854-1.jpg,https://images.brickset.com/sets/images/854-1.jpg
545,855-1,Mobile Crane,1978,Technic,,Technical,Normal,512.0,,,,https://brickset.com/sets/855-1,https://images.brickset.com/sets/small/855-1.jpg,https://images.brickset.com/sets/images/855-1.jpg
546,872-1,Two Gear Blocks,1978,Technic,Supplementary,Technical,Normal,77.0,,,,https://brickset.com/sets/872-1,https://images.brickset.com/sets/small/872-1.jpg,https://images.brickset.com/sets/images/872-1.jpg
547,948-1,Go-Kart,1978,Technic,,Technical,Normal,206.0,,,,https://brickset.com/sets/948-1,https://images.brickset.com/sets/small/948-1.jpg,https://images.brickset.com/sets/images/948-1.jpg
548,952-1,Farm Tractor,1978,Technic,,Technical,Normal,316.0,,,,https://brickset.com/sets/952-1,https://images.brickset.com/sets/small/952-1.jpg,https://images.brickset.com/sets/images/952-1.jpg
549,954-1,Sky Copter,1978,Technic,,Technical,Normal,365.0,,,,https://brickset.com/sets/954-1,https://images.brickset.com/sets/small/954-1.jpg,https://images.brickset.com/sets/images/954-1.jpg
550,956-1,Auto Chassis,1978,Technic,,Technical,Normal,599.0,,,,https://brickset.com/sets/956-1,https://images.brickset.com/sets/small/956-1.jpg,https://images.brickset.com/sets/images/956-1.jpg
551,960-1,Power Pack,1978,Technic,Supplementary,Technical,Normal,22.0,,,,https://brickset.com/sets/960-1,https://images.brickset.com/sets/small/960-1.jpg,https://images.brickset.com/sets/images/960-1.jpg
552,961-1,Parts Pack,1978,Technic,Supplementary,Technical,Normal,78.0,,,,https://brickset.com/sets/961-1,https://images.brickset.com/sets/small/961-1.jpg,https://images.brickset.com/sets/images/961-1.jpg
553,970-1,Lighting Bricks,1978,Basic,Supplementaries,Basic,Normal,17.0,,,,https://brickset.com/sets/970-1,https://images.brickset.com/sets/small/970-1.jpg,https://images.brickset.com/sets/images/970-1.jpg
554,1117-1,Axles and Bushes,1978,Service Packs,Technic,Miscellaneous,Normal,24.0,,,,https://brickset.com/sets/1117-1,https://images.brickset.com/sets/small/1117-1.jpg,https://images.brickset.com/sets/images/1117-1.jpg
555,1175-1,4.5V Motor,1978,Service Packs,Technic,Miscellaneous,Normal,1.0,,,,https://brickset.com/sets/1175-1,,
556,1176-1,Gear racks and turntables,1978,Service Packs,Technic,Miscellaneous,Normal,4.0,,,,https://brickset.com/sets/1176-1,https://images.brickset.com/sets/small/1176-1.jpg,https://images.brickset.com/sets/images/1176-1.jpg
557,1555-2,Sterling Airways Aircraft,1978,LEGOLAND,Town,Vintage,Normal,44.0,,,,https://brickset.com/sets/1555-2,https://images.brickset.com/sets/small/1555-2.jpg,https://images.brickset.com/sets/images/1555-2.jpg
558,1589-1,Town Square,1978,Town,Special,Modern day,Normal,458.0,5.0,,,https://brickset.com/sets/1589-1,https://images.brickset.com/sets/small/1589-1.jpg,https://images.brickset.com/sets/images/1589-1.jpg
559,1610-2,Airliner,1978,LEGOLAND,,Vintage,Normal,23.0,,,,https://brickset.com/sets/1610-2,https://images.brickset.com/sets/small/1610-2.jpg,https://images.brickset.com/sets/images/1610-2.jpg
560,1611-2,Aeroplane,1978,LEGOLAND,,Vintage,Normal,64.0,,,,https://brickset.com/sets/1611-2,https://images.brickset.com/sets/small/1611-2.jpg,https://images.brickset.com/sets/images/1611-2.jpg
561,1620-2,Chocolate Factory,1978,Town,Special,Modern day,Normal,236.0,3.0,,,https://brickset.com/sets/1620-2,https://images.brickset.com/sets/small/1620-2.jpg,https://images.brickset.com/sets/images/1620-2.jpg
562,7000-2,Educational Suitcase,1978,Gear,Bags,Miscellaneous,Gear,,,,,https://brickset.com/sets/7000-2,https://images.brickset.com/sets/small/7000-2.jpg,https://images.brickset.com/sets/images/7000-2.jpg
563,0011-2,Town Minifigures,1979,Town,Accessories,Modern day,Normal,3.0,3.0,,,https://brickset.com/sets/0011-2,https://images.brickset.com/sets/small/0011-2.jpg,https://images.brickset.com/sets/images/0011-2.jpg
564,0012-1,Space minifigures,1979,Space,Minifigure Pack,Action/Adventure,Normal,4.0,2.0,,,https://brickset.com/sets/0012-1,https://images.brickset.com/sets/small/0012-1.jpg,https://images.brickset.com/sets/images/0012-1.jpg
565,0013-1,Space minifigures,1979,Space,Minifigure Pack,Action/Adventure,Normal,4.0,2.0,,,https://brickset.com/sets/0013-1,https://images.brickset.com/sets/small/0013-1.jpg,https://images.brickset.com/sets/images/0013-1.jpg
566,0014-1,Space minifigures,1979,Space,Minifigure Pack,Action/Adventure,Normal,4.0,2.0,,,https://brickset.com/sets/0014-1,https://images.brickset.com/sets/small/0014-1.jpg,https://images.brickset.com/sets/images/0014-1.jpg
567,0015-1,Space minifigures,1979,Space,Minifigure Pack,Action/Adventure,Normal,18.0,3.0,,,https://brickset.com/sets/0015-1,https://images.brickset.com/sets/small/0015-1.jpg,https://images.brickset.com/sets/images/0015-1.jpg
568,0016-1,Castle Minifigures,1979,Castle,,Historical,Normal,6.0,3.0,,,https://brickset.com/sets/0016-1,https://images.brickset.com/sets/small/0016-1.jpg,https://images.brickset.com/sets/images/0016-1.jpg
569,028-1,Nursery Furniture,1979,Duplo,,Pre-school,Normal,7.0,2.0,,,https://brickset.com/sets/028-1,https://images.brickset.com/sets/small/028-1.jpg,https://images.brickset.com/sets/images/028-1.jpg
570,032-1,Living Room Furniture,1979,Duplo,,Pre-school,Normal,14.0,3.0,,,https://brickset.com/sets/032-1,https://images.brickset.com/sets/small/032-1.jpg,https://images.brickset.com/sets/images/032-1.jpg
571,033-1,Farm Animals,1979,Duplo,,Pre-school,Normal,21.0,1.0,,,https://brickset.com/sets/033-1,https://images.brickset.com/sets/small/033-1.jpg,https://images.brickset.com/sets/images/033-1.jpg
572,041-2,Play-Box,1979,Duplo,,Pre-school,Normal,4.0,,,,https://brickset.com/sets/041-2,,
573,045-1,Farm,1979,Duplo,,Pre-school,Normal,65.0,5.0,,,https://brickset.com/sets/045-1,https://images.brickset.com/sets/small/045-1.jpg,https://images.brickset.com/sets/images/045-1.jpg
574,071-1,Block Box,1979,Duplo,,Pre-school,Normal,24.0,,,,https://brickset.com/sets/071-1,,
575,121-1,Roadster,1979,Fabuland,,Junior,Normal,22.0,1.0,3.0,,https://brickset.com/sets/121-1,https://images.brickset.com/sets/small/121-1.jpg,https://images.brickset.com/sets/images/121-1.jpg
576,128-1,Taxi Station,1979,Fabuland,,Junior,Normal,33.0,1.0,,,https://brickset.com/sets/128-1,https://images.brickset.com/sets/small/128-1.jpg,https://images.brickset.com/sets/images/128-1.jpg
577,132-1,Cottage,1979,Fabuland,,Junior,Normal,113.0,2.0,,,https://brickset.com/sets/132-1,https://images.brickset.com/sets/small/132-1.jpg,https://images.brickset.com/sets/images/132-1.jpg
578,134-2,Service Station,1979,Fabuland,,Junior,Normal,59.0,2.0,,,https://brickset.com/sets/134-2,https://images.brickset.com/sets/small/134-2.jpg,https://images.brickset.com/sets/images/134-2.jpg
579,137-1,Hospital,1979,Fabuland,,Junior,Normal,106.0,3.0,,,https://brickset.com/sets/137-1,https://images.brickset.com/sets/small/137-1.jpg,https://images.brickset.com/sets/images/137-1.jpg
580,140-1,Town Hall,1979,Fabuland,,Junior,Normal,134.0,3.0,,,https://brickset.com/sets/140-1,https://images.brickset.com/sets/small/140-1.jpg,https://images.brickset.com/sets/images/140-1.jpg
581,261-1,Bathroom,1979,Homemaker,,Vintage,Normal,164.0,1.0,,,https://brickset.com/sets/261-1,https://images.brickset.com/sets/small/261-1.jpg,https://images.brickset.com/sets/images/261-1.jpg
582,268-1,Family Room,1979,Homemaker,,Vintage,Normal,244.0,2.0,,,https://brickset.com/sets/268-1,https://images.brickset.com/sets/small/268-1.jpg,https://images.brickset.com/sets/images/268-1.jpg
583,269-1,Kitchen,1979,Homemaker,,Vintage,Normal,212.0,1.0,,,https://brickset.com/sets/269-1,https://images.brickset.com/sets/small/269-1.jpg,https://images.brickset.com/sets/images/269-1.jpg
584,305-1,Two Crater Plates,1979,Space,Classic,Action/Adventure,Normal,2.0,,,,https://brickset.com/sets/305-1,https://images.brickset.com/sets/small/305-1.jpg,https://images.brickset.com/sets/images/305-1.jpg
585,306-1,Two Lunar Landing Plates,1979,Space,Classic,Action/Adventure,Normal,2.0,,,,https://brickset.com/sets/306-1,https://images.brickset.com/sets/small/306-1.jpg,https://images.brickset.com/sets/images/306-1.jpg
586,308-1,Bracelet,1979,Scala,Jewellery,Girls,Normal,38.0,,,,https://brickset.com/sets/308-1,https://images.brickset.com/sets/small/308-1.jpg,https://images.brickset.com/sets/images/308-1.jpg
587,309-1,Bracelet,1979,Scala,Jewellery,Girls,Normal,38.0,,,,https://brickset.com/sets/309-1,https://images.brickset.com/sets/small/309-1.jpg,https://images.brickset.com/sets/images/309-1.jpg
588,310-2,Pendant,1979,Scala,Jewellery,Girls,Normal,29.0,,,,https://brickset.com/sets/310-2,https://images.brickset.com/sets/small/310-2.jpg,https://images.brickset.com/sets/images/310-2.jpg
589,311-2,Pendant,1979,Scala,Jewellery,Girls,Normal,29.0,,,,https://brickset.com/sets/311-2,https://images.brickset.com/sets/small/311-2.jpg,https://images.brickset.com/sets/images/311-2.jpg
590,312-2,Bracelet and Pendant,1979,Scala,Jewellery,Girls,Normal,1.0,,,,https://brickset.com/sets/312-2,https://images.brickset.com/sets/small/312-2.jpg,https://images.brickset.com/sets/images/312-2.jpg
591,313-2,Bracelet and Pendant,1979,Scala,Jewellery,Girls,Normal,137.0,,,,https://brickset.com/sets/313-2,https://images.brickset.com/sets/small/313-2.jpg,https://images.brickset.com/sets/images/313-2.jpg
592,324-1,Ricky Racoon on his Scooter,1979,Fabuland,,Junior,Normal,2.0,1.0,3.0,,https://brickset.com/sets/324-1,https://images.brickset.com/sets/small/324-1.jpg,https://images.brickset.com/sets/images/324-1.jpg
593,325-2,Percy Pig with his Barrow,1979,Fabuland,,Junior,Normal,3.0,1.0,3.0,,https://brickset.com/sets/325-2,https://images.brickset.com/sets/small/325-2.jpg,https://images.brickset.com/sets/images/325-2.jpg
594,328-1,Michael Mouse and his New Car,1979,Fabuland,,Junior,Normal,22.0,1.0,3.0,,https://brickset.com/sets/328-1,https://images.brickset.com/sets/small/328-1.jpg,https://images.brickset.com/sets/images/328-1.jpg
595,329-2,Bernard Bear and his Delivery Lorry,1979,Fabuland,,Junior,Normal,27.0,1.0,3.0,,https://brickset.com/sets/329-2,https://images.brickset.com/sets/small/329-2.jpg,https://images.brickset.com/sets/images/329-2.jpg
596,338-2,Blondi the Pig and Taxi Station,1979,Fabuland,,Junior,Normal,37.0,1.0,,,https://brickset.com/sets/338-2,https://images.brickset.com/sets/small/338-2.jpg,https://images.brickset.com/sets/images/338-2.jpg
597,341-2,Catherine Cat's House and Mortimer Mouse,1979,Fabuland,,Junior,Normal,123.0,2.0,,,https://brickset.com/sets/341-2,https://images.brickset.com/sets/small/341-2.jpg,https://images.brickset.com/sets/images/341-2.jpg
598,344-2,Service Station with Billy Goat and Mike Monkey,1979,Fabuland,,Junior,Normal,80.0,2.0,,,https://brickset.com/sets/344-2,https://images.brickset.com/sets/small/344-2.jpg,https://images.brickset.com/sets/images/344-2.jpg
599,347-3,Hospital - Lucy Lamb and Charlie Cat Visit Dr. Dog,1979,Fabuland,,Junior,Normal,205.0,3.0,,,https://brickset.com/sets/347-3,https://images.brickset.com/sets/small/347-3.jpg,https://images.brickset.com/sets/images/347-3.jpg
600,350-3,Town Hall,1979,Fabuland,,Junior,Normal,122.0,3.0,,,https://brickset.com/sets/350-3,https://images.brickset.com/sets/small/350-3.jpg,https://images.brickset.com/sets/images/350-3.jpg
601,361-2,Garage,1979,Town,Classic,Modern day,Normal,79.0,1.0,,,https://brickset.com/sets/361-2,https://images.brickset.com/sets/small/361-2.jpg,https://images.brickset.com/sets/images/361-2.jpg
602,379-1,Bus Station,1979,Town,Classic,Modern day,Normal,172.0,4.0,,,https://brickset.com/sets/379-1,https://images.brickset.com/sets/small/379-1.jpg,https://images.brickset.com/sets/images/379-1.jpg
603,381-2,Police Headquarters,1979,Town,Classic,Modern day,Normal,372.0,4.0,,,https://brickset.com/sets/381-2,https://images.brickset.com/sets/small/381-2.jpg,https://images.brickset.com/sets/images/381-2.jpg
604,383-2,Knight's Joust,1979,Castle,Classic,Historical,Normal,210.0,6.0,,,https://brickset.com/sets/383-2,https://images.brickset.com/sets/small/383-2.jpg,https://images.brickset.com/sets/images/383-2.jpg
605,442-1,Space Shuttle,1979,Space,Classic,Action/Adventure,Normal,39.0,1.0,,,https://brickset.com/sets/442-1,https://images.brickset.com/sets/small/442-1.jpg,https://images.brickset.com/sets/images/442-1.jpg
606,452-1,Mobile Ground Tracking Station,1979,Space,Classic,Action/Adventure,Normal,76.0,1.0,,,https://brickset.com/sets/452-1,https://images.brickset.com/sets/small/452-1.jpg,https://images.brickset.com/sets/images/452-1.jpg
607,453-1,Two Crater Plates,1979,Space,Classic,Action/Adventure,Normal,2.0,,,,https://brickset.com/sets/453-1,https://images.brickset.com/sets/small/453-1.jpg,https://images.brickset.com/sets/images/453-1.jpg
608,454-1,Two Lunar Landing Plates,1979,Space,Classic,Action/Adventure,Normal,2.0,,,,https://brickset.com/sets/454-1,https://images.brickset.com/sets/small/454-1.jpg,https://images.brickset.com/sets/images/454-1.jpg
609,497-1,Galaxy Explorer,1979,Space,Classic,Action/Adventure,Normal,338.0,4.0,,,https://brickset.com/sets/497-1,https://images.brickset.com/sets/small/497-1.jpg,https://images.brickset.com/sets/images/497-1.jpg
610,540-2,Police Units,1979,Town,Classic,Modern day,Normal,49.0,1.0,,,https://brickset.com/sets/540-2,https://images.brickset.com/sets/small/540-2.jpg,https://images.brickset.com/sets/images/540-2.jpg
611,542-1,Street Crew,1979,Town,Classic,Modern day,Normal,45.0,2.0,,,https://brickset.com/sets/542-1,https://images.brickset.com/sets/small/542-1.jpg,https://images.brickset.com/sets/images/542-1.jpg
612,551-1,"Road Plates, Junction",1979,Town,Accessories,Modern day,Normal,2.0,,,,https://brickset.com/sets/551-1,https://images.brickset.com/sets/small/551-1.jpg,https://images.brickset.com/sets/images/551-1.jpg
613,552-1,"Road Plates, Curved",1979,Town,Accessories,Modern day,Normal,2.0,,,,https://brickset.com/sets/552-1,https://images.brickset.com/sets/small/552-1.jpg,https://images.brickset.com/sets/images/552-1.jpg
614,553-1,"Road Plates, Straight",1979,Town,Accessories,Modern day,Normal,2.0,,,,https://brickset.com/sets/553-1,https://images.brickset.com/sets/small/553-1.jpg,https://images.brickset.com/sets/images/553-1.jpg
615,556-1,Emergency Van,1979,Town,Classic,Modern day,Normal,70.0,1.0,,,https://brickset.com/sets/556-1,https://images.brickset.com/sets/small/556-1.jpg,https://images.brickset.com/sets/images/556-1.jpg
616,558-1,Road Crane,1979,Town,Classic,Modern day,Normal,55.0,1.0,,,https://brickset.com/sets/558-1,https://images.brickset.com/sets/small/558-1.jpg,https://images.brickset.com/sets/images/558-1.jpg
617,560-1,Town House,1979,Town,Classic,Modern day,Normal,221.0,2.0,,,https://brickset.com/sets/560-1,https://images.brickset.com/sets/small/560-1.jpg,https://images.brickset.com/sets/images/560-1.jpg
618,588-1,Police Headquarters,1979,Town,Classic,Modern day,Normal,372.0,4.0,,,https://brickset.com/sets/588-1,https://images.brickset.com/sets/small/588-1.jpg,https://images.brickset.com/sets/images/588-1.jpg
619,607-1,Mini Loader,1979,Town,Classic,Modern day,Normal,23.0,1.0,,,https://brickset.com/sets/607-1,https://images.brickset.com/sets/small/607-1.jpg,https://images.brickset.com/sets/images/607-1.jpg
620,608-2,Taxi,1979,Town,Classic,Modern day,Normal,25.0,1.0,,,https://brickset.com/sets/608-2,https://images.brickset.com/sets/small/608-2.jpg,https://images.brickset.com/sets/images/608-2.jpg
621,645-1,Police Helicopter,1979,Town,Classic,Modern day,Normal,57.0,1.0,,,https://brickset.com/sets/645-1,https://images.brickset.com/sets/small/645-1.jpg,https://images.brickset.com/sets/images/645-1.jpg
622,646-1,Auto Service,1979,Town,Classic,Modern day,Normal,43.0,1.0,,,https://brickset.com/sets/646-1,https://images.brickset.com/sets/small/646-1.jpg,https://images.brickset.com/sets/images/646-1.jpg
623,675-1,Snack Bar,1979,Town,Classic,Modern day,Normal,64.0,2.0,,,https://brickset.com/sets/675-1,https://images.brickset.com/sets/small/675-1.jpg,https://images.brickset.com/sets/images/675-1.jpg
624,677-1,Knight's Procession,1979,Castle,Classic,Historical,Normal,48.0,6.0,,,https://brickset.com/sets/677-1,https://images.brickset.com/sets/small/677-1.jpg,https://images.brickset.com/sets/images/677-1.jpg
